zcta,population,sdi_score,fpl_100_score,sing_parent_fam_score,black_score,dropout_score,no_car_score,rent_occup_score,crowding_score,nonemp_score,unemp_score,highneeds_score,hisp_score,foreignb_score,lingisol_score,percnt_ltfpl100,percnt_singlparntfly,percnt_black,percnt_dropout,percnt_hhnocar,percnt_rentoccup,percnt_crowding,percnt_nonemp,percnt_unemp,percnt_highneeds,percnt_hispanic,percnt_frgnborn,percnt_lingisol
20607,10639,5,1,30,97,18,2,1,6,46,46,4,17,44,29,1.35,13.34,66.70,5.41,0.46,5.43,0.26,7.38,2.85,34.24,2.30,7.18,0.98
20608,806,34,1,72,95,85,14,9,1,94,94,4,5,4,1,1.49,22.05,52.36,22.33,2.46,15.14,0.00,15.37,20.21,34.24,0.87,0.50,0.00
20609,1111,49,42,86,6,71,89,22,1,1,1,96,11,2,1,11.61,27.34,0.18,16.45,15.35,22.12,0.00,1.76,1.79,45.90,1.62,0.09,0.00
20611,1197,7,1,3,84,54,24,3,1,1,1,36,30,23,1,2.09,6.10,23.31,11.92,3.42,9.34,0.00,1.59,0.00,39.26,4.01,3.17,0.00
20612,473,20,1,1,1,88,96,5,1,1,1,100,1,1,1,0.00,0.00,0.00,24.52,29.95,11.98,0.00,0.00,0.00,66.17,0.00,0.00,0.00
20613,14606,16,9,49,96,40,17,5,10,39,39,4,46,35,10,4.70,16.84,55.84,9.12,2.78,11.87,0.50,6.85,9.42,34.03,7.16,5.35,0.13
20615,460,11,1,10,1,47,1,1,1,100,100,82,1,26,1,0.00,9.09,0.00,10.34,0.00,0.00,0.00,24.36,22.04,42.83,0.00,3.70,0.00
20616,6014,21,9,77,96,38,31,5,6,27,27,30,42,37,1,4.76,23.75,55.62,8.76,4.05,11.90,0.25,5.89,6.38,38.78,6.14,5.62,0.00
20617,932,46,89,45,78,60,1,2,1,98,98,95,1,1,1,27.25,16.27,16.63,13.29,0.00,7.51,0.00,18.78,9.91,45.82,0.00,0.00,0.00
20618,794,9,6,3,82,54,43,1,1,1,1,83,1,1,1,3.90,5.86,20.40,11.94,5.20,5.20,0.00,0.00,0.00,42.95,0.00,0.00,0.00
20619,11447,14,13,28,55,11,19,55,15,3,3,14,48,38,27,5.50,13.12,5.78,4.07,2.98,34.78,0.70,2.76,2.43,36.98,7.64,5.91,0.86
20620,1218,34,15,83,84,67,76,8,1,2,2,24,48,44,1,6.02,25.80,22.25,15.23,9.54,14.71,0.00,2.24,0.00,38.18,7.55,7.14,0.00
20621,1118,23,16,47,91,53,1,8,59,33,33,38,1,1,1,6.17,16.52,35.87,11.81,0.00,14.84,2.68,6.39,5.60,39.36,0.00,0.00,0.00
20622,5319,19,29,4,76,63,44,6,21,3,3,56,27,11,11,8.80,7.02,14.91,14.19,5.25,13.10,0.95,3.09,3.15,40.53,3.59,1.49,0.19
20623,3041,4,4,29,98,24,5,3,1,3,3,9,22,19,1,3.38,13.20,72.15,6.44,1.40,9.12,0.00,2.99,0.00,36.04,2.86,2.60,0.00
20624,1206,4,6,6,59,32,3,6,1,7,7,10,1,10,30,3.98,7.84,6.88,7.70,1.05,12.82,0.00,3.85,2.28,36.32,0.00,1.41,1.05
20625,703,21,73,31,66,24,1,8,1,3,3,97,1,42,1,20.06,13.58,9.39,6.46,0.00,14.50,0.00,2.72,2.81,46.94,0.00,6.69,0.00
20626,267,21,77,7,1,19,1,33,1,1,1,5,1,1,1,21.35,8.08,0.00,5.60,0.00,26.53,0.00,0.00,0.00,34.83,0.00,0.00,0.00
20628,210,34,1,65,1,99,83,5,1,1,1,100,1,1,1,0.00,20.34,0.00,42.57,12.00,12.00,0.00,0.00,0.00,66.67,0.00,0.00,0.00
20629,180,12,1,1,1,73,1,32,1,1,1,9,1,71,1,0.00,0.00,0.00,17.22,0.00,26.13,0.00,0.00,0.00,36.11,0.00,16.11,0.00
20630,376,1,1,1,82,1,1,1,1,1,1,94,1,1,1,0.00,0.00,20.74,0.00,0.00,0.00,0.00,0.00,0.00,45.21,0.00,0.00,0.00
20632,290,12,1,24,71,74,1,3,1,8,8,99,1,1,1,0.00,12.35,12.07,17.55,0.00,10.17,0.00,3.98,4.58,51.03,0.00,0.00,0.00
20634,6871,64,35,78,88,64,82,62,64,54,54,11,36,25,11,10.03,23.80,28.00,14.27,11.53,38.01,3.03,8.16,5.92,36.57,4.98,3.42,0.19
20636,10096,4,2,11,48,21,6,4,8,30,30,9,23,24,15,2.46,9.57,4.33,5.85,1.58,11.57,0.37,6.14,5.68,35.96,3.11,3.37,0.34
20637,5247,8,14,1,78,33,52,3,1,10,10,1,19,51,31,5.87,3.28,16.14,7.81,6.12,10.23,0.00,4.29,4.38,30.55,2.59,8.69,1.09
20639,15034,6,2,20,72,21,21,2,5,44,44,2,9,11,18,2.39,11.52,12.36,5.98,3.15,7.62,0.17,7.22,5.22,32.59,1.40,1.47,0.50
20640,11137,36,26,64,93,41,57,22,25,59,59,23,25,21,25,8.15,20.04,44.06,9.22,6.68,22.32,1.09,8.62,4.49,38.17,3.28,2.92,0.78
20645,1031,6,4,34,78,6,14,10,1,45,45,3,1,1,1,3.39,14.14,16.20,3.11,2.49,16.02,0.00,7.34,0.00,33.27,0.00,0.00,0.00
20646,18615,16,23,35,79,28,24,16,25,13,13,11,32,25,19,7.63,14.25,17.70,7.11,3.43,19.23,1.09,4.61,3.62,36.54,4.37,3.51,0.53
20650,14030,22,11,6,62,47,68,25,66,6,6,17,24,22,14,5.03,7.65,7.92,10.32,8.15,23.24,3.20,3.74,2.67,37.35,3.20,3.04,0.34
20653,24344,58,52,68,88,48,60,76,43,22,22,57,47,52,58,13.99,21.18,28.52,10.71,6.96,45.95,1.81,5.54,3.61,40.60,7.41,8.89,2.99
20657,19525,21,22,51,73,18,9,11,47,69,69,13,28,25,16,7.49,17.16,13.13,5.38,1.90,16.60,1.95,9.69,7.37,36.79,3.73,3.48,0.42
20658,1196,38,58,4,83,37,11,30,84,90,90,17,12,9,1,15.47,6.71,21.49,8.60,2.17,25.27,5.98,13.58,2.13,37.46,1.76,1.25,0.00
20659,24656,13,17,24,69,40,29,5,14,9,9,10,24,17,12,6.41,12.36,10.59,9.11,3.84,12.29,0.65,4.19,4.22,36.28,3.22,2.36,0.24
20660,25,38,100,1,1,1,1,100,1,1,1,100,1,1,1,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
20662,3262,35,53,11,89,74,38,2,1,90,90,28,2,6,1,14.39,9.57,30.56,17.60,4.67,6.82,0.00,13.54,8.25,38.57,0.25,0.89,0.00
20664,2905,28,50,38,79,49,12,25,9,12,12,96,8,27,30,13.58,14.88,17.18,10.83,2.26,23.11,0.43,4.58,2.13,46.06,1.31,3.89,1.04
20667,508,6,1,1,44,14,1,57,1,1,1,1,35,62,1,0.00,0.00,3.74,4.62,0.00,35.85,0.00,0.00,0.00,24.21,4.92,12.01,0.00
20670,1488,15,3,3,72,2,2,100,36,21,21,18,63,43,35,3.06,6.23,12.43,1.93,0.76,95.67,1.53,5.42,2.45,37.50,13.64,6.79,1.27
20674,723,52,73,54,21,43,91,14,1,86,86,93,1,27,1,19.92,17.91,1.11,9.65,17.20,18.37,0.00,12.50,6.09,44.95,0.00,3.87,0.00
20675,1563,28,39,4,81,60,43,6,40,50,50,6,1,27,1,11.00,6.86,19.96,13.29,5.15,13.29,1.66,7.77,6.95,35.00,0.00,3.77,0.00
20676,4419,19,5,63,62,37,28,21,1,24,24,4,10,12,1,3.67,19.80,7.83,8.53,3.74,21.53,0.00,5.67,5.17,34.31,1.56,1.67,0.00
20677,2487,4,6,22,79,16,3,1,1,32,32,2,5,27,1,4.02,12.01,17.09,5.07,0.91,4.40,0.00,6.28,5.33,31.56,0.76,3.82,0.00
20678,12163,44,25,55,84,48,67,37,57,61,61,24,32,23,16,8.10,18.06,23.21,10.68,7.98,27.77,2.51,8.78,7.68,38.21,4.40,3.21,0.42
20680,1361,8,1,3,64,29,1,44,1,18,18,5,1,2,1,0.22,6.22,8.38,7.23,0.00,30.56,0.00,5.19,6.57,34.61,0.00,0.07,0.00
20684,1443,64,77,76,69,80,1,40,1,97,97,100,1,10,1,21.52,23.12,10.67,20.09,0.00,29.01,0.00,17.88,19.38,53.29,0.00,1.32,0.00
20685,6342,6,9,15,74,8,26,4,20,42,42,2,44,12,1,4.80,10.43,13.56,3.62,3.57,10.93,0.88,7.14,4.75,31.57,6.64,1.58,0.00
20686,1720,1,1,1,63,1,1,1,1,3,3,99,21,13,1,0.00,0.00,8.08,0.00,0.00,0.00,0.00,2.99,3.27,51.45,2.85,1.80,0.00
20687,367,33,26,51,1,22,74,44,1,62,62,10,72,22,1,8.17,17.32,0.00,6.16,9.24,30.43,0.00,8.95,0.00,36.24,19.07,3.00,0.00
20688,1653,32,23,7,51,37,90,86,1,1,1,100,32,12,1,7.70,8.36,4.96,8.63,16.21,54.66,0.00,0.50,0.00,65.40,4.36,1.63,0.00
20689,1481,5,8,1,84,46,8,1,1,3,3,25,37,18,1,4.39,0.00,22.21,10.25,1.86,1.12,0.00,2.83,1.63,38.35,5.20,2.50,0.00
20690,622,24,38,3,1,22,50,2,86,66,66,1,1,32,1,10.77,5.64,0.00,6.15,5.88,7.06,6.67,9.36,7.94,22.51,0.00,4.66,0.00
20692,1641,9,2,1,20,27,90,12,1,4,4,1,10,2,1,2.50,0.00,1.04,6.82,16.10,16.95,0.00,3.12,5.48,24.92,1.46,0.06,0.00
20693,1299,11,4,13,77,68,1,14,1,5,5,52,7,15,1,3.23,9.98,15.55,15.45,0.00,18.51,0.00,3.45,3.94,40.34,1.08,2.08,0.00
20695,5661,4,4,14,94,15,19,4,1,32,32,10,26,32,1,3.25,10.19,48.28,4.92,2.93,10.72,0.00,6.31,2.20,36.23,3.44,4.73,0.00
20701,0,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20705,27305,61,44,49,91,72,52,59,81,62,62,33,79,95,86,12.08,16.89,37.27,16.96,6.09,36.46,5.21,8.86,5.94,38.99,25.84,38.31,10.35
20706,39718,63,31,85,97,69,55,56,78,57,57,36,72,87,71,9.38,26.62,67.42,15.81,6.36,35.16,4.64,8.40,9.37,39.24,18.60,28.70,5.12
20707,32362,53,28,74,93,50,59,67,63,34,34,50,68,82,67,8.59,22.62,42.36,11.15,6.87,40.76,2.98,6.51,4.63,40.18,16.50,24.42,4.19
20708,26196,59,27,80,96,54,41,92,72,25,25,63,62,84,78,8.38,24.74,59.49,12.03,4.97,62.72,3.75,5.79,7.43,41.08,12.98,25.77,6.80
20710,9690,93,73,99,97,84,96,98,82,67,67,86,83,90,87,20.13,42.60,60.56,21.76,29.14,76.29,5.32,9.43,9.07,43.40,30.99,31.65,11.04
20711,6535,38,43,19,76,63,67,10,34,66,66,17,43,21,33,11.84,11.26,14.66,14.00,8.02,15.87,1.43,9.34,8.20,37.44,6.52,2.91,1.18
20712,9146,88,47,97,93,90,94,97,90,63,63,80,87,94,92,12.80,36.88,42.22,26.15,23.83,75.10,8.35,8.96,6.25,42.63,38.48,37.45,14.65
20714,4394,59,40,73,51,38,67,66,50,89,89,43,12,25,28,11.14,22.50,4.94,8.79,8.00,40.16,2.11,13.50,12.14,39.69,1.75,3.48,0.92
20715,26627,6,3,21,87,14,14,2,19,56,56,39,53,60,41,3.05,11.69,27.49,4.62,2.42,8.72,0.87,8.37,7.59,39.47,8.98,11.58,1.63
20716,21860,28,4,80,97,11,32,38,55,55,55,34,40,68,38,3.57,24.67,62.71,4.13,4.17,28.21,2.43,8.30,6.61,39.03,5.73,14.78,1.45
20720,21865,2,4,15,97,8,8,2,14,15,15,12,24,74,39,3.31,10.45,64.49,3.43,1.84,7.34,0.65,4.83,2.60,36.70,3.16,18.38,1.52
20721,27718,10,8,35,99,8,21,5,9,76,76,22,17,63,22,4.60,14.38,85.82,3.56,3.15,12.12,0.42,10.66,7.38,37.99,2.29,12.75,0.65
20722,5966,69,43,72,91,95,88,39,84,41,41,55,89,94,87,11.94,22.19,36.15,31.73,14.45,28.63,5.96,7.03,5.06,40.51,44.94,37.90,11.14
20723,32129,21,7,48,87,14,12,49,65,20,20,15,50,78,65,4.26,16.66,26.83,4.72,2.24,32.52,3.09,5.31,4.41,37.14,8.07,21.17,3.83
20724,17060,32,3,59,94,38,2,61,68,43,43,42,64,83,38,3.05,18.90,46.85,8.69,0.50,37.62,3.34,7.20,7.64,39.65,13.90,24.54,1.47
20732,9973,31,29,75,68,22,22,27,35,49,49,59,23,12,1,8.89,22.91,10.05,6.14,3.25,24.07,1.46,7.70,8.15,40.80,3.08,1.57,0.00
20733,2799,5,4,2,66,29,14,9,21,9,9,5,13,14,34,3.49,4.25,9.15,7.27,2.47,15.32,0.95,4.24,4.37,34.69,1.89,1.89,1.24
20735,38610,15,5,49,99,29,15,5,11,67,67,13,38,42,13,3.83,16.89,82.34,7.22,2.54,11.67,0.51,9.38,10.20,36.90,5.38,6.55,0.26
20736,9947,2,2,19,66,18,1,2,5,8,8,2,22,27,22,2.26,11.35,9.12,5.39,0.19,7.85,0.16,4.06,3.15,32.74,2.90,3.89,0.64
20737,21720,89,60,96,90,97,89,83,96,50,50,28,91,98,84,16.18,36.38,33.82,36.48,15.40,51.47,13.99,7.81,7.40,38.58,48.77,47.73,9.30
20740,31152,76,88,41,80,57,81,85,63,58,58,66,64,85,82,26.75,15.50,18.01,12.62,11.21,52.89,2.92,8.49,7.50,41.35,14.02,26.71,8.16
20742,6759,1,1,1,76,1,1,1,1,5,5,98,31,59,1,0.00,0.00,14.82,0.00,0.00,0.00,0.00,3.41,0.00,47.54,4.23,11.08,0.00
20743,38828,76,48,95,100,70,90,61,47,93,93,56,43,43,29,12.97,34.26,89.43,16.10,16.71,37.58,1.98,14.88,14.32,40.54,6.50,6.80,0.98
20744,51759,29,21,46,98,44,24,21,36,72,72,60,52,65,37,7.27,16.41,73.51,9.84,3.43,21.71,1.52,10.00,4.91,40.84,8.86,13.39,1.42
20745,29145,85,51,96,98,75,93,89,69,93,93,19,69,70,74,13.86,35.21,73.60,17.79,19.71,58.33,3.46,14.88,6.69,37.67,16.73,15.87,5.63
20746,27196,68,35,98,99,45,90,89,39,53,53,59,42,42,46,10.06,38.87,85.98,10.07,15.88,57.97,1.63,8.11,7.81,40.76,6.13,6.72,1.97
20747,37800,72,38,94,100,55,87,76,61,81,81,59,39,44,18,10.73,33.35,88.84,12.06,14.02,46.02,2.81,11.54,5.04,40.75,5.67,7.18,0.50
20748,38236,63,34,88,99,41,86,74,43,71,71,53,38,44,21,9.89,28.21,86.35,9.22,13.14,44.44,1.82,9.99,11.80,40.37,5.45,6.95,0.61
20751,2327,21,46,43,38,44,3,3,1,17,17,2,34,19,33,12.42,15.77,2.75,9.80,1.08,10.38,0.00,5.09,4.99,32.53,4.68,2.58,1.19
20754,6616,5,7,17,55,23,3,2,8,30,30,2,29,29,41,4.27,10.92,5.83,6.23,0.90,8.32,0.39,6.12,6.27,31.51,3.96,4.22,1.63
20755,10137,29,16,30,80,9,4,100,20,73,73,70,64,43,15,6.27,13.51,18.22,3.67,1.20,98.39,0.90,10.20,4.94,41.62,13.68,6.75,0.37
20758,488,15,19,8,60,53,1,21,1,37,37,94,1,18,1,6.76,8.61,7.17,11.71,0.00,21.86,0.00,6.69,8.76,45.29,0.00,2.46,0.00
20759,4250,4,22,17,71,5,9,2,1,17,17,53,25,64,36,7.36,10.82,11.76,2.90,1.97,7.02,0.00,5.05,4.56,40.40,3.27,12.80,1.34
20762,3226,31,19,33,80,5,10,100,45,50,50,83,53,34,1,6.74,13.99,18.23,2.93,2.01,100.00,1.90,7.81,5.32,42.99,9.14,5.11,0.00
20763,2101,58,41,31,83,71,84,91,1,56,56,95,55,76,85,11.47,13.68,20.94,16.33,12.31,61.32,0.00,8.39,0.00,45.88,9.76,19.66,9.70
20764,4801,27,12,47,77,30,65,15,57,47,47,5,6,4,1,5.37,16.46,16.08,7.34,7.74,19.06,2.52,7.56,6.04,34.93,0.92,0.56,0.00
20765,479,64,51,94,80,67,21,62,1,100,100,99,1,1,1,13.78,33.53,17.95,15.14,3.20,38.00,0.00,29.93,22.22,48.85,0.00,0.00,0.00
20769,6619,18,25,26,97,22,20,2,46,70,70,6,57,79,54,8.08,12.64,64.75,5.99,3.10,7.10,1.93,9.76,2.56,35.13,10.27,21.77,2.59
20770,25954,70,40,95,95,50,68,88,83,44,44,43,65,87,71,11.22,34.34,51.06,10.94,8.15,56.20,5.70,7.23,4.52,39.72,14.44,29.35,5.17
20772,44836,18,6,66,99,26,11,13,28,40,40,10,34,46,27,3.95,20.41,77.44,6.80,2.20,17.59,1.20,6.93,4.68,36.40,4.64,7.39,0.89
20774,44796,22,14,62,100,13,41,21,32,51,51,37,11,64,20,5.69,19.40,88.98,4.59,4.96,21.63,1.35,7.83,4.44,39.28,1.63,12.87,0.58
20776,3344,31,31,68,66,51,82,2,1,1,1,54,3,5,1,9.33,21.09,9.18,11.23,11.61,8.40,0.00,1.45,1.52,40.43,0.45,0.75,0.00
20777,3719,2,18,1,43,2,2,1,1,29,29,7,12,53,1,6.67,3.18,3.58,1.71,0.78,2.24,0.00,6.10,6.35,35.36,1.75,9.09,0.00
20778,1909,16,14,89,64,18,1,2,1,39,39,66,46,19,1,5.72,29.03,8.70,5.45,0.00,7.70,0.00,6.87,6.40,41.28,7.18,2.62,0.00
20779,1169,4,19,3,40,1,22,1,1,41,41,3,7,31,1,6.84,6.37,2.99,0.00,3.29,3.68,0.00,7.02,6.66,33.70,1.11,4.45,0.00
20781,11493,72,38,77,88,91,81,70,85,22,22,22,88,91,78,10.82,23.61,30.02,26.79,11.00,42.60,6.38,5.47,3.62,37.97,41.95,33.67,6.80
20782,33896,80,38,92,94,87,87,89,89,42,42,69,85,96,85,10.81,31.23,45.23,24.03,14.24,58.05,7.87,7.08,5.71,41.56,34.57,40.77,9.89
20783,48590,88,57,97,84,99,89,88,98,37,37,10,95,100,98,15.42,36.71,23.01,44.63,15.16,56.24,16.61,6.71,8.46,36.29,63.63,56.02,24.91
20784,30306,75,28,84,96,88,83,65,83,87,87,20,81,92,72,8.66,26.09,57.39,24.21,12.01,39.82,5.62,12.92,9.86,37.81,28.90,34.07,5.38
20785,36592,77,47,96,99,62,88,81,73,66,66,77,59,71,51,12.73,35.05,79.97,13.71,14.27,49.87,3.94,9.28,3.77,42.31,11.22,16.33,2.38
20794,14510,36,18,57,92,84,3,28,10,60,60,1,41,58,70,6.70,18.41,37.66,22.01,0.94,24.40,0.48,8.77,7.26,28.45,6.04,10.77,4.81
20812,286,2,1,3,9,1,60,2,1,5,5,35,4,45,29,0.00,6.25,0.35,0.52,6.93,6.93,0.00,3.40,3.38,39.16,0.70,7.34,0.99
20814,28241,17,7,7,51,3,77,74,14,6,6,92,51,83,63,4.33,8.04,4.96,2.07,9.95,44.45,0.66,3.69,3.09,44.52,8.66,25.02,3.65
20815,30009,14,4,4,37,1,83,57,25,5,5,93,47,78,49,3.38,7.03,2.63,1.31,11.89,35.83,1.10,3.42,3.07,45.11,7.48,20.91,2.23
20816,16581,1,1,5,32,1,11,13,1,8,8,22,40,68,39,1.99,7.11,2.03,1.16,2.17,17.91,0.00,4.10,4.13,38.04,5.77,14.91,1.48
20817,36164,2,4,7,38,2,26,12,8,9,9,47,54,85,69,3.24,8.23,2.72,1.63,3.62,17.21,0.36,4.20,3.04,39.95,9.34,27.13,4.63
20818,2056,1,2,5,15,10,29,1,1,2,2,2,24,62,50,2.38,7.41,0.73,3.96,3.85,6.63,0.00,2.53,3.11,32.25,3.16,12.26,2.25
20832,26151,4,2,15,71,18,25,4,17,5,5,5,58,78,63,2.83,10.46,11.68,5.52,3.50,11.33,0.76,3.39,3.36,34.81,11.09,20.96,3.64
20833,7638,1,1,6,66,5,3,2,7,39,39,12,47,65,58,1.25,7.66,9.48,2.93,0.90,8.83,0.31,6.85,4.79,36.63,7.46,13.28,3.06
20837,6046,2,3,2,62,12,1,3,36,12,12,1,47,43,41,3.11,4.48,7.77,4.39,0.00,9.86,1.51,4.48,2.84,27.75,7.46,6.86,1.62
20838,247,1,1,18,17,1,1,1,1,1,1,4,48,39,1,1.23,11.11,0.81,1.16,0.00,5.49,0.00,0.00,0.00,34.01,7.69,6.07,0.00
20839,64,14,31,1,56,1,1,85,1,1,1,34,1,53,1,9.38,0.00,6.25,0.00,0.00,53.13,0.00,0.00,0.00,39.06,0.00,9.38,0.00
20841,11467,7,2,2,78,38,2,2,57,21,21,3,54,96,70,2.59,4.58,16.15,8.76,0.81,8.49,2.54,5.38,6.14,33.18,9.47,41.79,4.94
20842,1634,9,18,2,57,19,21,6,1,76,76,94,12,30,25,6.52,4.93,6.36,5.62,3.17,12.70,0.00,10.65,9.73,45.35,1.71,4.35,0.79
20850,47184,26,17,26,69,15,67,64,35,19,19,73,55,91,81,6.49,12.70,10.70,4.95,8.02,39.13,1.48,5.24,4.17,41.88,9.79,33.05,8.00
20851,14930,62,36,64,67,66,53,71,80,52,52,17,84,96,82,10.21,19.98,9.63,15.04,6.22,42.75,5.01,7.97,5.81,37.41,33.40,41.73,8.09
20852,45962,36,18,32,60,14,83,86,52,22,22,95,63,93,85,6.71,13.72,7.12,4.71,11.97,54.34,2.27,5.51,4.88,45.82,13.31,36.02,9.44
20853,30336,17,8,16,73,50,30,9,64,20,20,51,74,91,83,4.61,10.80,12.93,10.94,3.95,15.35,3.03,5.31,4.65,40.23,21.09,33.50,8.85
20854,50494,1,2,3,48,4,11,2,15,8,8,23,47,88,66,2.84,6.18,4.40,2.46,2.16,8.98,0.70,4.03,3.90,38.08,7.47,29.86,4.06
20855,14686,7,13,17,68,18,12,8,5,33,33,34,52,88,77,5.52,10.83,10.37,5.42,2.29,14.54,0.18,6.35,5.95,39.05,8.85,30.27,6.46
20860,2566,25,20,7,82,15,83,51,1,86,86,83,53,61,57,7.01,8.10,20.27,4.92,11.88,33.37,0.00,12.44,1.64,42.95,9.04,11.89,2.85
20861,1848,3,1,2,77,1,68,1,1,22,22,1,25,47,1,0.76,4.19,15.91,1.11,8.09,0.00,0.00,5.53,6.42,27.71,3.35,7.74,0.00
20862,260,3,1,1,65,1,1,19,1,73,73,1,78,56,1,0.00,0.00,8.85,0.00,0.00,20.75,0.00,10.16,11.50,27.69,25.00,10.00,0.00
20866,13959,30,7,58,93,40,41,21,52,70,70,15,56,92,59,4.30,18.56,43.67,9.05,4.99,21.86,2.25,9.85,3.38,37.15,10.07,34.84,3.17
20868,1012,1,1,1,71,1,1,3,1,5,5,17,42,68,1,0.00,0.00,11.76,0.00,0.00,10.34,0.00,3.44,0.00,37.45,6.23,14.92,0.00
20871,16795,5,9,17,78,23,3,8,13,11,11,11,63,89,74,4.67,10.84,16.27,6.24,1.01,14.61,0.63,4.40,3.92,36.51,13.08,31.14,5.63
20872,13016,9,16,17,63,28,10,6,28,16,16,7,61,62,58,6.20,10.92,8.22,7.12,2.01,12.62,1.21,4.98,4.87,35.50,12.17,12.36,2.96
20874,59202,38,23,58,85,35,36,52,66,30,30,7,74,92,82,7.55,18.70,23.53,8.16,4.52,33.49,3.20,6.16,5.83,35.61,20.27,34.73,8.31
20876,26423,40,21,67,82,45,44,48,53,22,22,6,75,94,79,7.26,20.89,20.17,10.04,5.27,32.00,2.30,5.46,5.09,35.08,21.97,36.82,7.27
20877,36724,77,47,71,80,81,84,88,85,46,46,73,86,97,95,12.85,21.76,18.41,20.47,12.16,56.27,6.38,7.48,6.41,41.96,36.98,44.15,18.08
20878,64890,17,9,41,69,15,23,41,44,13,13,9,61,92,78,4.66,15.38,10.76,4.97,3.36,29.35,1.86,4.63,4.12,36.01,12.54,33.86,6.67
20879,25584,36,17,55,87,35,41,45,72,44,44,13,76,94,75,6.36,18.10,27.34,8.21,5.02,30.74,3.74,7.28,3.99,36.89,23.00,37.40,5.89
20880,535,1,1,11,64,6,5,2,1,13,13,87,5,50,1,1.87,9.40,8.60,2.96,1.33,8.44,0.00,4.61,4.28,43.55,0.75,8.41,0.00
20882,14253,2,4,3,56,16,2,1,34,14,14,1,47,59,36,3.41,5.63,6.21,5.12,0.65,5.24,1.42,4.78,4.14,31.01,7.44,10.95,1.33
20886,34752,48,21,73,83,47,75,42,84,23,23,35,83,95,87,7.24,22.35,21.51,10.34,9.36,29.74,6.17,5.56,4.19,39.14,31.08,39.07,10.86
20895,19494,12,7,6,49,22,55,17,42,18,18,55,68,77,65,4.14,7.58,4.60,6.03,6.36,19.76,1.74,5.17,3.72,40.53,16.45,19.96,3.84
20896,919,3,19,21,43,1,2,1,1,20,20,38,51,65,1,6.90,11.79,3.48,0.48,0.65,5.48,0.00,5.32,5.79,39.39,8.60,13.38,0.00
20899,127,54,96,1,97,1,94,100,1,60,60,1,1,97,100,34.65,0.00,66.93,0.00,23.62,100.00,0.00,8.74,50.00,11.81,0.00,44.88,44.88
20901,36280,44,19,46,84,60,61,45,75,36,36,32,76,89,79,6.79,16.28,22.82,13.22,7.11,30.87,4.15,6.61,5.73,38.93,22.66,30.61,7.19
20902,51960,66,37,68,79,76,75,59,85,50,50,64,85,94,84,10.47,21.07,17.02,18.19,9.35,36.90,6.19,7.81,4.39,41.18,34.78,38.00,9.06
20903,25835,91,61,91,86,96,81,94,97,80,80,46,91,100,95,16.26,30.07,25.28,34.85,11.01,65.62,15.51,11.22,11.21,39.93,50.94,55.28,18.04
20904,55623,59,28,66,93,41,84,76,75,63,63,84,64,93,73,8.64,20.54,44.01,9.32,12.50,45.67,4.24,9.04,4.17,43.02,13.70,36.58,5.55
20905,18308,7,5,8,87,20,9,3,57,32,32,34,57,86,62,3.64,8.45,26.87,5.71,1.92,9.48,2.54,6.30,5.61,39.08,10.33,27.86,3.54
20906,69820,61,35,67,86,72,72,58,62,52,52,89,83,97,84,10.12,20.70,25.42,16.77,8.80,36.20,2.86,8.00,4.62,43.88,31.88,43.50,9.21
20910,40707,51,32,53,87,20,92,94,54,27,27,91,63,84,73,9.52,17.61,27.70,5.76,19.13,65.78,2.32,5.92,5.27,44.41,13.52,26.37,5.52
20912,26098,72,37,69,91,70,88,88,81,49,49,33,73,95,84,10.60,21.21,37.24,15.99,15.07,57.04,5.18,7.69,5.13,39.01,20.22,38.98,9.02
21001,23520,70,58,87,87,61,76,56,56,60,60,50,46,47,47,15.66,27.85,26.92,13.47,9.55,35.05,2.44,8.70,8.86,40.18,7.10,7.82,2.00
21005,2351,48,20,92,84,1,35,100,26,88,88,2,49,67,68,6.97,31.11,23.27,0.00,4.40,100.00,1.14,13.00,7.16,31.90,8.00,14.38,4.40
21009,29796,12,15,35,70,13,31,12,13,33,33,18,31,43,44,5.97,14.23,11.14,4.45,4.09,17.21,0.61,6.35,5.46,37.58,4.32,6.73,1.85
21010,184,10,1,1,86,1,1,100,1,1,1,89,75,66,1,0.00,0.00,26.09,0.00,0.00,100.00,0.00,0.00,0.00,44.02,21.20,13.59,0.00
21012,20860,4,6,22,36,7,6,9,19,17,17,33,27,32,21,4.09,12.06,2.53,3.23,1.49,15.02,0.85,5.10,4.17,38.97,3.61,4.70,0.60
21013,5121,2,10,7,10,7,1,1,25,11,11,40,10,22,1,4.96,8.14,0.39,3.38,0.00,1.34,1.11,4.38,4.72,39.52,1.56,2.95,0.00
21014,36124,11,10,29,52,16,43,20,10,8,8,29,18,34,27,4.94,13.22,5.04,5.08,5.21,21.24,0.50,4.06,3.26,38.69,2.44,5.09,0.87
21015,28146,5,8,11,54,15,18,9,13,22,22,9,24,38,20,4.49,9.37,5.65,4.98,2.90,15.61,0.60,5.47,4.95,36.11,3.22,5.84,0.55
