zcta,population,sdi_score,fpl_100_score,sing_parent_fam_score,black_score,dropout_score,no_car_score,rent_occup_score,crowding_score,nonemp_score,unemp_score,highneeds_score,hisp_score,foreignb_score,lingisol_score,percnt_ltfpl100,percnt_singlparntfly,percnt_black,percnt_dropout,percnt_hhnocar,percnt_rentoccup,percnt_crowding,percnt_nonemp,percnt_unemp,percnt_highneeds,percnt_hispanic,percnt_frgnborn,percnt_lingisol
93286,9931,85,84,71,9,97,55,52,89,97,97,55,98,80,94,24.46,21.75,0.36,37.54,6.34,33.70,7.92,17.64,14.54,40.49,77.25,22.49,16.80
93287,115,9,1,19,1,29,1,1,1,100,100,100,20,35,1,0.00,11.32,0.00,7.21,0.00,3.77,0.00,30.43,19.44,64.35,2.61,5.22,0.00
93291,55990,87,88,75,24,88,69,68,93,72,72,21,93,77,89,26.96,22.85,1.32,24.18,8.30,41.27,10.38,10.07,9.32,37.91,56.03,20.13,12.59
93292,39767,81,79,85,25,82,49,66,81,62,62,39,91,70,85,22.26,26.59,1.39,21.07,5.77,40.33,5.09,8.91,8.56,39.41,49.36,15.82,9.65
93301,11557,97,93,100,67,82,89,97,87,81,81,96,88,57,64,31.23,44.64,9.79,21.05,15.69,72.55,7.27,11.57,11.09,46.26,42.10,10.55,3.76
93304,52172,98,96,90,70,95,85,90,94,94,94,21,94,79,86,34.45,29.50,11.07,32.68,12.94,59.59,11.46,15.67,13.54,37.94,61.82,21.59,10.39
93305,38291,100,100,98,52,98,92,92,97,97,97,36,97,80,95,45.09,40.74,5.07,40.81,18.28,63.27,15.92,18.06,14.19,39.25,73.37,22.23,18.30
93306,69242,82,82,77,41,86,47,61,92,77,77,43,94,73,74,23.54,23.51,3.19,23.32,5.55,37.86,9.86,10.82,10.76,39.73,60.90,17.90,5.81
93307,85957,97,94,94,60,99,70,82,99,99,99,34,98,89,92,32.52,33.33,7.09,46.71,8.44,50.39,19.25,20.51,20.12,39.03,75.78,31.11,15.25
93308,54128,87,83,87,36,70,77,82,75,83,83,60,74,37,47,23.82,27.71,2.45,16.28,9.75,50.23,4.14,11.83,11.73,40.85,20.52,5.61,2.04
93309,60380,87,79,88,67,74,58,87,85,85,85,62,89,68,71,22.16,28.34,9.88,17.46,6.79,55.20,6.43,12.36,10.95,41.01,43.32,14.80,5.00
93311,44874,27,11,33,50,44,4,48,76,26,26,29,84,75,73,5.15,14.03,4.65,9.81,1.25,32.15,4.38,5.84,6.19,38.64,32.72,18.94,5.41
93312,57579,18,9,38,35,25,7,28,56,37,37,18,78,56,44,4.71,14.81,2.40,6.51,1.74,24.34,2.48,6.73,6.00,37.53,25.07,10.12,1.86
93313,45862,66,55,65,64,87,28,34,88,83,83,27,91,83,79,14.89,20.29,8.43,23.57,3.78,26.90,7.34,11.98,10.31,38.49,49.87,24.54,7.24
93314,24537,18,16,24,32,49,7,8,44,36,36,17,79,62,46,6.28,12.41,2.01,10.90,1.77,14.68,1.86,6.62,7.44,37.36,26.16,12.06,1.99
93401,28431,55,79,25,26,20,74,88,47,19,19,71,65,50,53,22.15,12.52,1.48,5.73,9.30,56.75,1.97,5.24,5.09,41.70,14.23,8.49,2.50
93402,15424,29,32,9,7,30,22,57,50,55,55,82,61,46,57,9.56,8.91,0.24,7.45,3.28,35.68,2.14,8.30,7.86,42.87,12.25,7.52,2.87
93405,35021,82,99,61,58,63,64,93,53,61,61,11,69,51,62,41.77,19.19,6.72,14.06,7.51,64.75,2.32,8.83,8.20,36.56,16.70,8.78,3.45
93410,0,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93420,30444,26,23,18,7,22,31,51,58,42,42,77,65,53,51,7.71,11.10,0.22,6.07,4.01,33.12,2.57,7.13,7.34,42.28,14.53,9.21,2.40
93422,32191,36,39,36,24,31,35,63,49,16,16,33,66,39,38,10.87,14.54,1.37,7.58,4.40,38.52,2.09,5.00,5.29,38.98,15.25,6.12,1.47
93424,956,15,27,48,1,1,1,53,1,1,1,87,1,53,1,8.47,16.79,0.00,0.00,0.00,33.77,0.00,0.00,0.00,43.62,0.00,9.21,0.00
93426,1549,37,67,4,34,36,5,50,79,27,27,2,53,31,1,18.16,6.88,2.32,8.29,1.41,32.86,4.69,5.94,2.58,31.50,8.97,4.58,0.00
93427,5410,23,16,1,32,57,18,29,80,20,20,29,80,72,57,6.17,2.81,2.01,12.69,2.90,24.79,4.90,5.33,5.60,38.63,27.93,17.10,2.90
93428,6396,23,20,2,5,43,22,38,78,18,18,100,73,64,67,6.94,5.31,0.11,9.61,3.26,28.37,4.55,5.20,4.80,55.05,19.87,12.96,4.21
93429,116,20,1,1,1,99,1,1,1,93,93,1,94,80,1,0.00,0.00,0.00,46.67,0.00,0.00,0.00,14.93,14.93,30.17,58.62,22.41,0.00
93430,2933,18,32,2,6,22,30,52,15,3,3,100,53,46,1,9.42,4.95,0.14,6.04,3.93,33.63,0.69,2.88,3.54,51.96,9.21,7.60,0.00
93432,880,13,21,53,1,1,1,5,1,89,89,18,48,7,1,7.27,17.72,0.00,1.34,0.00,12.27,0.00,13.39,13.17,37.50,7.61,1.02,0.00
93433,13409,73,51,88,37,63,52,89,64,55,55,65,82,59,48,13.79,28.44,2.65,14.05,6.05,58.08,3.01,8.28,7.66,41.26,29.76,11.13,2.13
93434,7243,88,70,86,14,99,56,82,100,65,65,87,99,88,97,19.14,27.09,0.65,43.75,6.55,50.59,23.58,9.21,10.13,43.56,85.24,29.97,21.86
93436,55329,83,68,75,50,83,58,80,91,86,86,32,90,76,77,18.28,23.05,4.80,21.43,6.79,49.33,8.66,12.62,10.93,38.95,47.99,19.27,6.47
93437,3317,28,17,4,61,5,3,100,46,90,90,91,76,33,20,6.45,6.50,7.45,2.74,0.92,100.00,1.95,13.83,6.76,44.32,22.28,4.91,0.57
93440,1813,76,82,69,1,78,3,74,97,55,55,3,86,78,83,23.52,21.29,0.00,19.23,0.86,44.94,15.61,8.28,8.61,33.65,37.89,20.52,8.92
93441,1251,21,43,3,46,9,5,26,71,72,72,1,54,51,64,11.80,5.71,4.08,3.76,1.40,23.49,3.72,10.12,2.68,30.86,9.43,8.63,3.72
93442,11035,47,45,19,27,38,44,84,72,40,40,90,69,61,68,12.21,11.41,1.56,8.72,5.31,52.16,3.79,6.93,5.90,44.20,16.89,11.81,4.44
93444,19173,41,38,40,27,60,9,38,89,26,26,45,85,66,66,10.72,15.26,1.54,13.35,1.93,28.13,7.87,5.86,5.77,39.82,36.27,13.96,4.04
93445,7659,77,74,59,1,95,25,81,97,24,24,72,95,80,85,20.28,18.75,0.00,32.19,3.49,49.72,15.22,5.69,6.96,41.78,63.61,21.95,9.58
93446,44844,48,44,32,33,60,23,61,79,37,37,53,84,69,74,12.00,13.84,2.12,13.34,3.31,37.68,4.76,6.70,6.45,40.39,32.83,15.41,5.78
93449,7890,23,20,7,26,9,62,75,40,8,8,97,38,35,37,7.06,8.03,1.53,3.71,7.21,45.20,1.66,4.07,4.43,46.86,5.36,5.25,1.40
93450,929,98,88,87,1,100,81,98,99,97,97,66,98,90,97,27.02,27.51,0.00,61.63,10.99,78.39,19.78,17.93,15.68,41.33,80.52,31.86,23.44
93451,4112,70,60,66,11,81,10,59,97,77,77,18,87,76,89,15.99,20.61,0.44,20.32,1.99,36.89,15.76,10.83,10.98,37.50,39.57,19.65,12.22
93452,500,88,98,100,1,77,1,88,85,78,78,1,89,81,98,38.71,48.39,0.00,18.75,0.00,56.96,6.33,10.87,7.60,31.00,45.20,23.60,24.68
93453,3701,29,43,25,7,36,13,50,51,2,2,1,54,42,60,11.89,12.52,0.22,8.49,2.41,32.63,2.19,2.33,4.20,30.21,9.35,6.65,3.26
93454,37651,85,72,70,22,93,65,81,97,66,66,68,95,84,86,19.81,21.72,1.20,29.70,7.75,49.92,15.72,9.29,9.74,41.46,62.08,26.29,10.53
93455,42780,27,16,35,26,46,18,31,63,39,39,59,80,60,49,6.28,14.32,1.50,10.21,2.89,25.64,2.95,6.87,6.63,40.76,27.84,11.37,2.24
93458,57081,92,84,82,11,100,66,87,100,60,60,31,99,97,97,24.63,25.42,0.42,56.11,7.85,55.77,31.62,8.68,8.31,38.86,84.25,42.87,23.45
93460,4802,13,12,7,11,27,7,30,14,68,68,19,68,62,64,5.24,8.23,0.46,6.91,1.66,25.48,0.65,9.61,2.89,37.69,16.20,12.35,3.78
93461,1572,59,41,39,40,88,3,78,84,41,41,28,83,66,75,11.39,15.02,2.99,24.70,0.95,47.81,6.10,7.02,6.99,38.61,31.81,13.74,6.10
93463,7911,44,41,28,8,38,31,66,68,60,60,78,78,74,74,11.47,13.09,0.30,8.82,4.06,40.27,3.38,8.68,9.54,42.38,25.23,18.18,5.66
93465,8827,24,32,17,7,22,33,23,80,34,34,81,66,45,19,9.54,10.87,0.19,6.09,4.25,22.57,4.99,6.51,4.33,42.73,15.34,7.33,0.53
93501,5125,93,95,74,66,91,87,84,68,99,99,19,91,63,70,32.94,22.54,9.25,27.03,13.95,52.72,3.37,22.56,16.58,37.68,49.78,12.55,4.87
93505,13165,87,81,94,81,81,77,67,63,100,100,9,82,66,37,22.92,33.27,18.98,20.47,9.80,40.70,2.94,26.63,18.24,36.05,29.84,13.76,1.41
93510,7462,24,22,2,38,60,5,4,81,82,82,3,72,58,58,7.38,4.89,2.81,13.32,1.43,10.71,5.20,11.60,10.55,32.89,19.03,10.69,3.06
93512,333,23,72,20,1,16,2,33,16,1,1,1,36,13,1,19.69,11.59,0.00,5.15,0.73,26.28,0.73,1.71,0.00,24.02,5.11,1.80,0.00
93513,1732,39,42,23,11,44,14,56,37,79,79,60,64,32,1,11.66,12.11,0.46,9.81,2.50,35.33,1.53,11.13,7.19,40.88,14.03,4.68,0.00
93514,14254,46,34,65,18,50,63,50,40,20,20,75,73,57,46,9.97,20.20,0.94,10.95,7.38,32.71,1.67,5.33,4.59,42.07,19.97,10.47,1.99
93516,2326,92,95,77,73,80,89,72,96,99,99,24,69,54,21,33.42,23.73,13.11,19.85,15.37,43.62,13.24,20.53,16.30,38.18,16.72,9.54,0.59
93517,929,38,1,90,23,94,3,4,1,100,100,99,83,81,1,0.33,29.23,1.29,29.99,0.88,11.40,0.00,25.06,0.00,51.45,32.29,22.82,0.00
93518,954,78,96,61,1,82,66,16,89,99,99,92,57,28,40,35.12,19.21,0.00,20.84,7.89,19.30,8.11,22.73,19.92,44.65,10.27,3.98,1.54
93519,67,12,1,1,1,100,1,1,1,1,1,100,1,1,1,0.00,0.00,0.00,59.70,0.00,0.00,0.00,0.00,0.00,59.70,0.00,0.00,0.00
93522,24,1,1,1,1,1,1,1,1,1,1,100,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.33,0.00,0.00,0.00
93523,3469,52,63,4,66,36,17,98,57,84,84,98,47,23,1,16.86,6.96,9.48,8.50,2.79,78.29,2.53,12.08,10.71,47.74,7.47,3.20,0.00
93524,177,1,1,1,81,1,1,1,1,1,1,1,36,56,1,0.00,0.00,19.21,0.00,0.00,0.00,0.00,0.00,0.00,14.69,5.08,10.17,0.00
93526,726,33,51,24,6,43,17,62,6,16,16,55,53,17,37,13.70,12.30,0.14,9.71,2.80,38.10,0.28,5.03,1.62,40.50,9.09,2.34,1.40
93527,1876,15,49,1,20,47,6,7,1,2,2,3,32,27,1,13.33,3.98,1.01,10.40,1.60,13.70,0.00,2.65,2.55,33.05,4.37,3.89,0.00
93528,118,24,1,100,1,1,1,82,1,1,1,100,1,1,1,0.00,100.00,0.00,0.00,0.00,50.91,0.00,0.00,0.00,53.39,0.00,0.00,0.00
93529,512,25,1,1,1,34,1,96,1,100,100,1,68,1,1,0.00,0.00,0.00,8.03,0.00,69.37,0.00,66.37,72.40,17.19,16.21,0.00,0.00
93530,34,34,94,100,1,1,1,1,1,1,1,64,77,81,1,32.35,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.18,23.53,23.53,0.00
93531,363,28,84,1,1,1,1,2,89,85,85,51,1,36,1,24.52,0.00,0.00,0.00,0.00,7.88,7.88,12.21,13.68,40.22,0.00,5.51,0.00
93532,2557,31,62,13,21,14,7,30,47,93,93,1,67,34,28,16.51,10.11,1.13,4.76,1.66,25.57,1.98,14.72,14.53,29.68,15.41,5.12,0.94
93534,38431,94,90,88,81,80,89,94,77,94,94,74,86,65,72,28.90,28.17,19.51,20.21,15.40,65.52,4.51,15.30,13.10,42.04,37.54,13.48,5.36
93535,73979,85,90,77,83,85,54,66,80,83,83,47,90,66,79,28.57,23.62,21.58,22.50,6.27,40.17,5.04,11.85,7.80,40.01,46.54,13.62,7.19
93536,71254,53,53,58,76,63,30,38,56,65,65,5,81,60,59,14.42,18.62,15.02,14.01,3.99,28.09,2.47,9.25,7.50,34.56,28.91,11.61,3.19
93541,519,5,1,1,29,1,1,64,1,1,1,1,54,24,1,0.00,1.54,1.73,0.00,0.00,39.02,0.00,1.91,1.83,12.33,9.44,3.28,0.00
93543,13720,71,69,70,59,97,17,30,94,73,73,27,96,82,83,18.70,21.49,7.00,36.23,2.75,25.56,11.64,10.23,7.39,38.48,67.78,23.77,8.53
93544,1145,18,3,14,27,62,1,15,94,1,1,79,62,18,1,3.06,10.16,1.57,13.92,0.00,18.68,11.87,0.00,0.00,42.45,12.66,2.45,0.00
93545,2006,81,56,92,19,85,75,73,76,66,66,98,82,65,82,14.96,30.72,0.95,22.73,9.45,44.01,4.26,9.32,6.73,47.66,29.41,13.21,8.06
93546,9147,47,7,33,10,72,22,78,69,83,83,11,85,79,72,4.12,13.95,0.38,16.75,3.22,47.35,3.47,11.85,11.05,36.57,34.96,21.91,5.24
93549,215,19,33,1,57,51,1,9,1,90,90,16,1,32,1,9.77,0.00,6.51,11.37,0.00,15.60,0.00,13.86,0.00,37.21,0.00,4.65,0.00
93550,75088,96,94,93,73,95,76,80,95,93,93,50,95,86,90,32.40,32.35,13.32,32.64,9.59,49.30,11.98,15.13,14.81,40.15,65.13,27.33,12.80
93551,50100,28,19,25,67,50,18,25,55,76,76,13,83,77,65,6.92,12.51,9.86,11.12,2.89,23.38,2.39,10.70,9.94,36.89,31.41,20.08,3.94
93552,42630,73,64,72,75,95,23,38,91,92,92,8,96,87,89,17.18,22.08,14.11,31.88,3.35,28.33,8.99,14.35,13.01,35.67,68.08,28.68,11.93
93553,1784,49,51,19,45,56,35,49,61,96,96,20,75,54,63,13.80,11.25,3.92,12.41,4.44,32.32,2.79,16.47,19.18,37.84,22.09,9.59,3.68
93554,140,8,38,1,1,1,60,2,1,1,1,100,80,1,1,10.71,0.00,0.00,0.00,6.98,6.98,0.00,0.00,0.00,78.57,27.14,0.00,0.00
93555,33580,64,63,58,50,44,60,61,81,72,72,27,71,58,46,16.85,18.65,4.70,9.79,7.04,37.67,5.19,10.10,9.00,38.48,17.97,10.89,1.95
93558,284,38,30,1,1,74,93,16,99,1,1,1,48,1,1,9.15,0.00,0.00,17.61,21.51,19.35,20.43,0.00,0.00,28.87,7.75,0.00,0.00
93560,20209,73,68,56,69,81,19,66,88,91,91,30,85,60,68,18.51,18.22,10.64,20.33,2.98,40.14,7.38,14.23,10.76,38.73,35.74,11.53,4.54
93561,33823,44,47,26,43,64,24,39,68,55,55,3,77,48,53,12.78,12.73,3.55,14.21,3.44,28.52,3.34,8.21,7.30,33.81,23.79,7.95,2.53
93562,1712,83,80,90,54,77,66,56,72,100,100,3,69,24,57,22.53,29.43,5.67,18.91,7.88,35.10,3.72,23.46,18.03,33.53,16.65,3.33,2.87
93563,387,46,69,1,67,84,93,33,1,1,1,1,73,71,91,18.79,0.00,9.82,21.74,19.71,26.28,0.00,0.00,0.00,28.42,19.64,16.54,13.87
93591,6781,85,93,80,72,88,21,60,90,99,99,4,93,75,91,30.93,24.66,12.45,24.30,3.18,37.37,8.61,21.91,15.16,34.24,56.11,18.86,14.14
93592,8,16,100,1,1,1,1,1,1,1,1,1,1,1,1,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93601,1917,31,23,1,1,64,15,22,66,96,96,59,22,9,54,7.72,0.00,0.00,14.39,2.60,22.05,3.15,16.76,19.27,40.79,2.87,1.20,2.60
93602,4264,34,45,15,14,49,18,23,83,47,47,62,74,18,32,12.21,10.48,0.63,10.85,2.86,22.48,5.79,7.51,7.41,40.99,20.64,2.49,1.12
93603,195,49,80,1,1,99,1,20,1,96,96,27,1,1,1,22.56,0.00,0.00,46.01,0.00,21.31,0.00,16.98,16.98,38.46,0.00,0.00,0.00
93604,951,42,81,5,34,10,13,34,99,100,100,100,25,30,1,22.84,7.05,2.31,3.92,2.37,26.71,22.85,29.11,30.06,55.21,3.26,4.42,0.00
93605,248,21,1,1,1,2,1,95,75,70,70,1,65,26,1,1.61,0.00,0.00,1.66,0.00,67.01,4.12,9.82,9.82,27.42,14.52,3.63,0.00
93606,676,96,99,94,1,100,83,58,98,91,91,99,99,95,96,41.86,33.59,0.00,57.10,11.83,36.02,17.20,14.08,6.17,50.44,89.64,38.91,19.89
93608,998,84,82,64,1,100,41,87,86,40,40,1,100,100,100,23.65,20.09,0.00,72.90,5.00,55.83,6.67,6.90,2.68,30.36,100.00,58.62,50.83
93609,5781,96,96,95,1,100,36,88,98,93,93,79,96,90,97,34.60,34.66,0.00,47.89,4.49,56.93,17.33,15.11,13.95,42.45,69.87,32.36,21.31
93610,23912,89,91,77,67,95,47,83,89,60,60,97,88,74,83,29.55,23.61,9.84,31.63,5.56,51.72,7.81,8.74,7.56,47.27,42.98,17.99,8.49
93611,48736,35,27,38,33,43,30,34,59,71,71,33,78,61,62,8.50,14.98,2.09,9.61,3.96,26.74,2.67,9.98,8.29,38.95,24.93,11.64,3.51
93612,36237,92,84,96,42,72,75,92,87,88,88,56,85,55,62,24.83,35.10,3.29,16.72,9.44,63.01,7.26,12.93,11.75,40.56,36.51,9.93,3.45
93614,10785,29,63,6,17,24,15,17,65,67,67,81,49,29,29,16.90,7.59,0.83,6.32,2.54,19.71,3.10,9.42,8.60,42.71,7.97,4.19,0.96
93615,6027,99,99,86,1,100,86,90,100,88,88,51,100,94,100,43.22,27.02,0.00,59.23,13.09,59.85,29.01,13.01,7.87,40.27,93.61,37.40,32.93
93616,2146,96,98,94,1,100,58,81,95,82,82,17,99,87,97,38.90,33.27,0.00,49.67,6.71,49.83,12.25,11.76,8.89,37.42,87.79,28.89,23.49
93618,30379,95,90,90,5,98,64,80,98,94,94,62,99,90,94,28.91,29.18,0.06,42.05,7.50,49.01,16.90,15.26,14.68,40.97,83.84,31.58,17.23
93619,30602,9,16,7,21,17,3,10,49,32,32,32,65,64,54,6.21,8.31,1.14,5.21,1.03,16.02,2.08,6.32,5.39,38.91,14.76,12.95,2.57
93620,9789,92,92,74,32,98,69,71,94,96,96,6,97,84,93,30.04,22.70,2.02,38.20,8.26,42.79,11.08,16.93,15.78,35.26,71.00,25.95,15.89
93621,212,64,87,1,1,90,77,86,1,1,1,8,72,86,97,26.42,0.00,0.00,25.94,9.84,54.64,0.00,0.00,0.00,35.85,18.87,27.36,21.86
93622,10350,93,92,81,10,100,47,84,99,84,84,5,99,95,99,30.14,25.12,0.37,54.09,5.58,51.99,18.65,12.02,11.98,34.65,90.24,39.51,26.86
93623,89,29,1,1,1,87,1,53,1,100,100,100,1,1,1,0.00,0.00,0.00,23.60,0.00,34.00,0.00,37.14,0.00,64.04,0.00,0.00,0.00
93624,1339,100,99,93,24,100,78,100,100,93,93,7,99,99,100,42.33,32.13,1.34,65.30,10.03,95.32,24.75,14.88,5.59,35.62,86.71,51.23,52.17
93625,7346,93,87,98,8,93,55,80,95,81,81,68,96,75,86,26.47,38.73,0.26,29.56,6.39,49.28,12.07,11.45,8.30,41.45,68.60,19.13,10.63
93626,1153,15,17,2,1,54,19,7,1,62,62,84,67,27,1,6.42,4.82,0.00,11.94,2.95,13.89,0.00,8.90,7.82,43.02,15.96,3.73,0.00
93627,81,54,1,100,1,100,1,100,1,1,1,8,100,97,1,0.00,66.67,0.00,51.43,0.00,100.00,0.00,0.00,0.00,35.80,100.00,43.21,0.00
93628,196,1,1,1,1,1,1,27,1,1,1,100,1,1,1,0.00,0.00,0.00,0.00,0.00,24.14,0.00,0.00,0.00,56.12,0.00,0.00,0.00
93630,18898,90,86,73,4,99,62,82,96,65,65,59,97,90,93,25.92,22.44,0.01,43.57,7.23,50.87,13.37,9.16,6.12,40.77,74.55,32.41,16.18
93631,16618,66,71,23,5,74,32,62,94,84,84,20,89,67,63,19.53,12.13,0.08,17.43,4.09,37.90,11.64,12.14,9.84,37.80,45.82,14.33,3.59
93633,0,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93634,17,74,100,100,96,23,1,100,1,98,98,1,1,61,1,76.47,100.00,58.82,6.25,0.00,100.00,0.00,18.75,50.00,17.65,0.00,11.76,0.00
93635,39927,91,86,84,32,95,58,80,91,91,91,50,96,84,95,25.61,26.29,2.00,32.77,6.73,48.87,8.77,13.94,13.04,40.16,68.90,25.72,18.13
93636,12367,23,46,8,20,45,3,11,60,29,29,67,84,50,40,12.65,8.59,1.08,9.91,1.09,16.45,2.69,6.11,5.44,41.38,32.83,8.48,1.55
93637,39596,79,70,67,35,91,59,74,91,39,39,54,96,81,81,18.99,20.70,2.36,27.29,6.90,44.65,8.82,6.89,5.32,40.46,67.94,23.05,7.84
93638,50851,94,93,93,38,100,82,81,99,35,35,35,98,92,97,31.47,31.76,2.75,50.83,11.56,49.80,19.42,6.55,5.45,39.13,81.41,34.68,21.39
93640,12375,100,100,95,25,100,84,92,98,100,100,7,100,99,100,45.65,34.09,1.45,67.08,12.27,61.93,18.02,26.64,25.14,35.64,96.11,52.65,55.89
93641,230,10,1,1,68,83,1,9,1,1,1,1,57,53,1,0.00,0.00,10.43,21.50,0.00,15.48,0.00,0.00,0.00,9.13,10.43,9.13,0.00
93643,2617,43,59,5,1,55,23,55,11,98,98,46,68,1,48,15.90,7.46,0.00,12.28,3.37,34.60,0.52,18.56,14.97,39.93,16.24,0.00,2.08
93644,7702,39,75,6,1,23,41,29,79,52,52,87,55,27,24,20.77,7.83,0.00,6.28,4.96,24.98,4.72,7.98,8.28,43.56,9.87,3.84,0.73
93645,194,15,9,1,1,60,89,1,1,1,1,51,1,32,1,4.64,0.00,0.00,13.39,15.25,0.00,0.00,0.00,0.00,40.21,0.00,4.64,0.00
93646,11001,100,100,93,6,100,87,90,98,97,97,53,100,93,99,50.50,31.93,0.14,54.67,13.88,59.60,17.10,17.71,13.88,40.37,95.03,36.43,30.60
93647,12371,96,97,79,1,100,66,84,100,97,97,17,99,97,99,36.55,24.11,0.00,54.58,7.81,52.05,27.67,17.81,17.81,37.47,86.74,42.28,31.77
93648,16120,99,99,91,11,100,78,87,99,97,97,52,100,96,99,41.26,30.14,0.47,55.09,10.08,55.19,20.73,17.73,15.69,40.28,94.29,40.69,27.26
93650,3987,94,90,77,1,94,73,89,88,95,95,79,95,75,53,28.37,23.67,0.00,30.63,9.12,57.86,7.49,15.69,14.92,42.51,66.34,19.09,2.52
93651,1526,12,9,1,1,31,6,8,34,90,90,8,55,20,1,4.65,0.00,0.00,7.51,1.59,14.76,1.43,13.70,11.40,35.71,9.83,2.75,0.00
93652,237,91,100,82,1,100,78,74,91,17,17,99,99,97,94,59.57,25.49,0.00,67.92,10.14,44.93,8.70,5.06,0.00,50.21,85.23,43.04,17.39
93653,1602,8,12,4,14,30,2,3,54,14,14,18,36,7,1,5.31,6.74,0.62,7.42,0.54,10.02,2.33,4.79,3.13,37.52,4.99,0.94,0.00
93654,31259,85,86,63,14,97,41,64,92,91,91,63,97,87,96,25.38,19.61,0.66,36.04,5.00,39.04,9.65,14.09,15.81,41.07,70.58,28.86,20.00
93656,7358,85,87,47,27,98,40,78,100,89,89,78,97,91,92,26.52,16.44,1.58,38.85,4.88,47.30,24.87,13.29,12.02,42.42,74.26,33.28,15.40
93657,35129,79,73,64,10,93,31,58,93,92,92,63,96,75,85,20.05,20.07,0.38,28.80,4.07,35.89,10.77,14.36,15.07,41.08,67.21,18.93,9.98
93660,4797,100,100,92,1,100,91,93,98,85,85,12,100,98,100,49.89,31.04,0.00,67.59,17.30,64.25,17.12,12.22,11.15,36.65,93.06,45.40,35.92
93662,30774,89,85,73,9,97,68,72,93,85,85,44,98,85,93,24.97,22.53,0.34,37.56,8.07,43.31,10.92,12.35,9.77,39.76,76.32,26.93,15.87
93664,688,11,1,1,1,1,12,38,87,46,46,9,12,22,1,1.45,0.00,0.00,1.20,2.25,28.09,7.12,7.47,7.27,36.05,1.74,3.05,0.00
93665,759,51,38,98,83,96,1,1,1,100,100,7,98,73,1,10.67,38.54,21.48,33.33,0.00,0.00,0.00,58.40,51.55,35.57,78.52,17.79,0.00
93666,761,93,100,98,1,100,22,99,100,15,15,32,100,93,100,60.97,39.22,0.00,65.85,3.30,80.77,37.91,4.88,4.49,38.90,94.48,36.01,40.66
93667,2556,39,46,23,1,68,11,44,7,67,67,44,61,19,1,12.48,12.14,0.00,15.53,2.12,30.55,0.33,9.39,9.66,39.75,12.25,2.50,0.00
93668,941,82,99,77,1,100,36,60,91,2,2,96,97,78,95,42.61,23.67,0.00,46.93,4.50,37.24,8.71,2.71,3.36,46.23,74.07,20.83,18.02
93669,242,54,72,1,1,82,1,71,1,98,98,97,42,55,1,19.83,0.00,0.00,21.07,0.00,43.06,0.00,18.48,26.98,46.69,6.20,9.92,0.00
93673,711,99,98,94,1,100,86,82,100,98,98,29,98,95,100,38.96,33.13,0.00,64.44,13.41,50.28,27.93,19.94,15.52,38.68,77.50,38.96,35.75
93675,3097,30,16,26,1,57,11,5,90,97,97,2,59,32,1,6.23,12.77,0.00,12.61,2.18,11.78,8.55,18.25,19.53,31.55,11.17,4.78,0.00
93701,10555,100,100,98,55,100,97,99,99,97,97,67,97,90,96,56.62,40.10,5.74,52.52,33.48,85.42,22.75,17.89,19.58,41.42,75.33,31.94,20.80
93702,47013,100,100,98,52,100,91,94,99,98,98,39,97,93,96,47.87,38.49,5.25,55.77,17.85,66.28,22.26,18.51,16.40,39.48,75.18,35.30,20.75
93703,33417,100,99,99,55,98,90,94,96,98,98,42,94,81,88,42.67,41.89,5.94,38.48,16.73,66.81,13.98,19.54,14.33,39.65,58.89,23.22,11.35
93704,27009,82,83,70,50,66,72,77,86,76,76,45,87,62,72,23.95,21.58,4.75,14.99,8.77,46.42,6.67,10.59,10.03,39.85,40.44,12.25,5.19
93705,38379,98,97,98,70,91,87,86,94,96,96,71,92,72,77,37.36,38.71,11.55,27.15,14.11,54.29,11.72,17.02,15.71,41.74,52.59,17.31,6.58
93706,39929,100,99,95,74,98,90,90,97,95,95,48,95,84,92,42.72,34.13,13.68,40.63,16.56,58.80,14.82,16.31,14.22,40.04,62.59,26.03,15.25
93710,32434,90,90,89,57,64,73,90,85,95,95,98,86,61,76,28.22,28.54,6.42,14.22,8.99,59.81,6.48,16.01,10.54,48.60,38.44,11.64,6.38
93711,37317,38,32,47,41,22,38,61,45,62,62,88,78,57,54,9.44,16.52,3.18,6.15,4.67,37.72,1.90,8.90,7.79,43.72,24.91,10.31,2.59
93720,46411,44,33,57,41,21,37,66,65,66,66,19,78,64,67,9.63,18.41,3.17,5.83,4.56,40.14,3.10,9.32,9.42,37.68,24.30,12.89,4.31
93721,6811,100,100,100,74,99,98,100,89,88,88,2,92,70,91,50.60,53.72,13.83,44.27,47.23,91.16,7.92,13.18,21.15,31.93,54.04,15.92,13.64
93722,82683,85,78,85,65,80,48,71,92,89,89,25,90,76,80,21.71,26.56,8.94,20.22,5.68,42.98,10.18,13.29,11.80,38.27,46.10,19.36,7.61
